annotator,sentence_number,text,annotator_label,model_entities
model,15,I haven't settled on a hotel yet.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999667, 'word': ""I haven't"", 'start': 0, 'end': 9}, {'entity_group': 'LABEL_1', 'score': 0.9855506, 'word': 'settled on', 'start': 10, 'end': 20}, {'entity_group': 'LABEL_0', 'score': 0.99998856, 'word': 'a hotel yet.', 'start': 21, 'end': 33}]"
model,16,He was not really disappointed to find Paris was so empty.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99999505, 'word': 'He was not really disappointed to', 'start': 0, 'end': 33}, {'entity_group': 'LABEL_1', 'score': 0.985488, 'word': 'find', 'start': 34, 'end': 38}, {'entity_group': 'LABEL_0', 'score': 0.9999943, 'word': 'Paris was so', 'start': 39, 'end': 51}, {'entity_group': 'LABEL_1', 'score': 0.5057508, 'word': 'empty', 'start': 52, 'end': 57}, {'entity_group': 'LABEL_0', 'score': 0.999995, 'word': '.', 'start': 57, 'end': 58}]"
model,17,But the stillness in the Ritz bar was strange and portentous.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99878454, 'word': 'But the stillness in the Ritz bar was strange and portentous.', 'start': 0, 'end': 61}]"
model,18,"It was not an American bar any more--he felt polite in it, and not as if he owned it.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99998474, 'word': 'It was not an American bar any more--he', 'start': 0, 'end': 39}, {'entity_group': 'LABEL_1', 'score': 0.9999472, 'word': 'felt', 'start': 40, 'end': 44}, {'entity_group': 'LABEL_0', 'score': 0.9996163, 'word': 'polite', 'start': 45, 'end': 51}, {'entity_group': 'LABEL_1', 'score': 0.9996835, 'word': 'in', 'start': 52, 'end': 54}, {'entity_group': 'LABEL_0', 'score': 0.99997354, 'word': 'it, and not as if he owned it.', 'start': 55, 'end': 85}]"
model,19,It had gone back into France.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99999, 'word': 'It had', 'start': 0, 'end': 6}, {'entity_group': 'LABEL_1', 'score': 0.9981374, 'word': 'gone back', 'start': 7, 'end': 16}, {'entity_group': 'LABEL_0', 'score': 0.99996835, 'word': 'into France.', 'start': 17, 'end': 29}]"
model,20,"He felt the stillness from the moment he got out of the taxi and saw the doorman, usually in a frenzy of activity at this hour, gossiping with a chasseur by the servants' entrance.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999963, 'word': 'He', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_1', 'score': 0.9998908, 'word': 'felt', 'start': 3, 'end': 7}, {'entity_group': 'LABEL_0', 'score': 0.9970341, 'word': 'the stillness', 'start': 8, 'end': 21}, {'entity_group': 'LABEL_1', 'score': 0.9999726, 'word': 'from', 'start': 22, 'end': 26}, {'entity_group': 'LABEL_0', 'score': 0.9999864, 'word': 'the moment he got out of the taxi and saw the doorman, usually', 'start': 27, 'end': 89}, {'entity_group': 'LABEL_1', 'score': 0.99997365, 'word': 'in', 'start': 90, 'end': 92}, {'entity_group': 'LABEL_0', 'score': 0.9609421, 'word': 'a frenzy of activity', 'start': 93, 'end': 113}, {'entity_group': 'LABEL_1', 'score': 0.9999393, 'word': 'at this', 'start': 114, 'end': 121}, {'entity_group': 'LABEL_0', 'score': 0.9994017, 'word': ""hour, gossiping with a chasseur by the servants' entrance."", 'start': 122, 'end': 180}]"
model,21,"Passing through the corridor, he heard only a single, bored voice in the once-clamorous women's room.",m,"[{'entity_group': 'LABEL_0', 'score': 0.9999557, 'word': 'Passing through the corridor, he heard only a single,', 'start': 0, 'end': 53}, {'entity_group': 'LABEL_1', 'score': 0.77923065, 'word': 'bor', 'start': 54, 'end': 57}, {'entity_group': 'LABEL_0', 'score': 0.9777002, 'word': ""ed voice in the once-clamorous women's room."", 'start': 57, 'end': 101}]"
model,22,"When he turned into the bar he travelled the twenty feet of green carpet with his eyes fixed straight ahead by old habit; and then, with his foot firmly on the rail, he turned and surveyed the room, encountering only a single pair of eyes that fluttered up from a newspaper in the corner.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99995524, 'word': 'When he turned into the bar he travelled the twenty feet of green carpet', 'start': 0, 'end': 72}, {'entity_group': 'LABEL_1', 'score': 0.9730152, 'word': 'with', 'start': 73, 'end': 77}, {'entity_group': 'LABEL_0', 'score': 0.97773594, 'word': 'his eyes fixed straight ahead by old', 'start': 78, 'end': 114}, {'entity_group': 'LABEL_1', 'score': 0.5864317, 'word': 'habit', 'start': 115, 'end': 120}, {'entity_group': 'LABEL_0', 'score': 0.99999404, 'word': '; and then,', 'start': 120, 'end': 131}, {'entity_group': 'LABEL_1', 'score': 0.9779458, 'word': 'with', 'start': 132, 'end': 136}, {'entity_group': 'LABEL_0', 'score': 0.98354733, 'word': 'his foot firmly on the rail, he turned and surveyed the room, encountering only a single pair of eyes that fluttered up from a newspaper in the corner.', 'start': 137, 'end': 288}]"
model,23,"Charlie asked for the head barman, Paul, who in the latter days of the bull market had come to work in his own custom-built car--disembarking, however, with due nicety at the nearest corner.",m,"[{'entity_group': 'LABEL_0', 'score': 0.95876676, 'word': 'Charlie asked for the head barman, Paul, who', 'start': 0, 'end': 44}, {'entity_group': 'LABEL_1', 'score': 0.99997866, 'word': 'in', 'start': 45, 'end': 47}, {'entity_group': 'LABEL_0', 'score': 0.99960524, 'word': 'the latter days of the bull market had come to work in his own custom-built car--disembarking, however,', 'start': 48, 'end': 151}, {'entity_group': 'LABEL_1', 'score': 0.9997683, 'word': 'with', 'start': 152, 'end': 156}, {'entity_group': 'LABEL_0', 'score': 0.9999219, 'word': 'due nicety at the nearest corner.', 'start': 157, 'end': 190}]"
model,24,But Paul was at his country house today and Alix giving him information.,m,"[{'entity_group': 'LABEL_0', 'score': 0.999921, 'word': 'But Paul was at his country house today and Alix', 'start': 0, 'end': 48}, {'entity_group': 'LABEL_1', 'score': 0.9987827, 'word': 'giving', 'start': 49, 'end': 55}, {'entity_group': 'LABEL_0', 'score': 0.9999903, 'word': 'him information.', 'start': 56, 'end': 72}]"
model,25,"No, no more, Charlie said, I'm going slow these days.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99996823, 'word': ""No, no more, Charlie said, I'm going slow"", 'start': 0, 'end': 41}, {'entity_group': 'LABEL_1', 'score': 0.9998683, 'word': 'these', 'start': 42, 'end': 47}, {'entity_group': 'LABEL_0', 'score': 0.9999936, 'word': 'days.', 'start': 48, 'end': 53}]"
model,26,Alix congratulated him: You were going pretty strong a couple of years ago.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99997985, 'word': 'Alix congratulated him: You were', 'start': 0, 'end': 32}, {'entity_group': 'LABEL_1', 'score': 0.94088215, 'word': 'going', 'start': 33, 'end': 38}, {'entity_group': 'LABEL_0', 'score': 0.99999297, 'word': 'pretty', 'start': 39, 'end': 45}, {'entity_group': 'LABEL_1', 'score': 0.9982356, 'word': 'strong', 'start': 46, 'end': 52}, {'entity_group': 'LABEL_0', 'score': 0.9999919, 'word': 'a', 'start': 53, 'end': 54}, {'entity_group': 'LABEL_1', 'score': 0.98620045, 'word': 'couple', 'start': 55, 'end': 61}, {'entity_group': 'LABEL_0', 'score': 0.9999502, 'word': 'of years ago.', 'start': 62, 'end': 75}]"
model,27,"I'll stick to it all right, Charlie assured him.",m,"[{'entity_group': 'LABEL_0', 'score': 0.99997, 'word': ""I'll"", 'start': 0, 'end': 4}, {'entity_group': 'LABEL_1', 'score': 0.9993851, 'word': 'stick to', 'start': 5, 'end': 13}, {'entity_group': 'LABEL_0', 'score': 0.9999906, 'word': 'it all right, Charlie assured him.', 'start': 14, 'end': 48}]"
model,28,I've stuck to it for over a year and a half now.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99997765, 'word': ""I've"", 'start': 0, 'end': 4}, {'entity_group': 'LABEL_1', 'score': 0.99883103, 'word': 'stuck to', 'start': 5, 'end': 13}, {'entity_group': 'LABEL_0', 'score': 0.99987435, 'word': 'it for', 'start': 14, 'end': 20}, {'entity_group': 'LABEL_1', 'score': 0.86462086, 'word': 'over', 'start': 21, 'end': 25}, {'entity_group': 'LABEL_0', 'score': 0.9994522, 'word': 'a year and a half now.', 'start': 26, 'end': 48}]"
model,29,How do you find conditions in America?,m,"[{'entity_group': 'LABEL_0', 'score': 0.9999895, 'word': 'How do you', 'start': 0, 'end': 10}, {'entity_group': 'LABEL_1', 'score': 0.9997396, 'word': 'find', 'start': 11, 'end': 15}, {'entity_group': 'LABEL_0', 'score': 0.9995929, 'word': 'conditions in America?', 'start': 16, 'end': 38}]"
model,30,I haven't been to America for months.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999734, 'word': ""I haven't been to America for months."", 'start': 0, 'end': 37}]"
